MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,SaleType,SaleCondition,SalePrice,SalePrice_log,NumberBath
RL,34.0,5001,None,IR1,Lvl,Inside,NridgHt,Twnhs,1Story,7,2007,2008,VinylSd,VinylSd,Stone,166,4,PConc,4,3,No,GLQ,904,Unf,410,1314,5,Y,SBrkr,1314,0,1314,2,4,6,1,4,Attchd,2008,RFn,2,3,Y,172,62,None,WD,Normal,230000,12.345838935721968,2.0
RL,92.0,11932,None,Reg,Lvl,FR2,Somerst,1Fam,1Story,8,2007,2008,VinylSd,VinylSd,Stone,186,4,PConc,4,3,No,Unf,0,Unf,1580,1580,5,Y,SBrkr,1580,0,1580,3,4,7,0,0,Attchd,2008,RFn,3,3,Y,0,24,None,ConLD,Partial,235128,12.367889578686164,2.0
RL,76.0,9120,None,Reg,Lvl,Inside,NWAmes,1Fam,2Story,6,1974,1974,HdBoard,HdBoard,BrkFace,270,4,CBlock,3,3,No,ALQ,442,Unf,459,901,3,Y,SBrkr,943,933,1876,4,4,8,1,3,Attchd,1974,RFn,2,4,Y,0,69,None,WD,Normal,185000,12.128116509451258,2.5
RL,24.0,2280,None,Reg,Lvl,Inside,NPkVill,Twnhs,2Story,6,1978,1978,Plywood,Brk Cmn,None,0,3,CBlock,4,3,No,ALQ,311,Unf,544,855,2,Y,SBrkr,855,601,1456,3,3,7,1,3,Attchd,1978,Unf,2,3,Y,26,0,None,WD,Normal,146000,11.891368749982085,2.5
RL,74.0,14778,None,IR1,Low,CulDSac,Crawfor,1Fam,1Story,6,1954,2006,HdBoard,HdBoard,BrkFace,72,4,CBlock,3,3,No,BLQ,728,Unf,568,1296,5,Y,SBrkr,1640,0,1640,3,4,7,1,4,Detchd,1993,Unf,2,3,Y,108,0,None,WD,Normal,224000,12.319405795112926,1.0
RL,109.0,8724,None,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,1968,1968,VinylSd,VinylSd,None,0,3,CBlock,4,3,No,BLQ,492,Unf,402,894,4,Y,SBrkr,894,0,894,3,3,5,1,1,Attchd,1968,Fin,2,3,Y,0,0,None,WD,Normal,129000,11.767575435251748,1.0
RL,60.0,12900,None,Reg,Lvl,Inside,Sawyer,Duplex,SFoyer,4,1969,1969,Plywood,Plywood,None,0,3,CBlock,4,3,Av,GLQ,1198,Unf,0,1198,3,Y,SBrkr,1258,0,1258,0,3,6,0,0,CarPort,1969,Unf,2,2,Y,120,0,None,WD,Alloca,108959,11.59873612138334,1.0
RL,68.0,16157,None,IR1,Lvl,FR2,Veenker,1Fam,SLvl,5,1978,1978,Plywood,Plywood,None,0,3,PConc,4,3,Gd,ALQ,680,Rec,289,1360,5,Y,SBrkr,1432,0,1432,2,4,5,1,3,Attchd,1978,Unf,2,3,Y,168,180,None,WD,Normal,194000,12.175618592671356,1.5
RL,79.0,9541,None,IR1,Lvl,Inside,NridgHt,1Fam,1Story,7,2009,2009,VinylSd,VinylSd,Stone,268,4,PConc,4,3,No,Unf,0,Unf,1502,1502,5,Y,SBrkr,1502,0,1502,3,4,7,0,0,Attchd,2009,RFn,2,3,Y,0,114,None,New,Partial,233170,12.359527368950229,2.0
RL,64.0,10475,None,IR1,Lvl,Corner,CollgCr,1Fam,1Story,8,2008,2008,VinylSd,VinylSd,Stone,72,4,PConc,4,3,Av,Unf,0,Unf,1694,1694,5,Y,SBrkr,1694,0,1694,3,4,7,0,0,Attchd,2008,RFn,3,3,Y,160,33,None,WD,Normal,245350,12.41044511731981,2.0
RL,58.0,10852,None,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,2000,2000,VinylSd,VinylSd,None,0,3,PConc,4,3,No,GLQ,786,Unf,173,959,5,Y,SBrkr,959,712,1671,3,3,7,1,3,Attchd,2000,Fin,2,3,Y,0,38,None,WD,Normal,173000,12.06105265381003,2.5
RL,120.0,13728,None,Reg,Lvl,Corner,Edwards,1Fam,2Story,6,1935,1986,Stucco,Stucco,None,0,3,CBlock,3,3,No,Rec,626,Unf,501,1127,5,Y,SBrkr,1236,872,2108,4,4,7,2,3,Basment,1935,Unf,2,3,Y,0,0,None,WD,Normal,235000,12.367345048436391,2.0
RL,118.0,35760,None,IR1,Lvl,CulDSac,NoRidge,1Fam,2Story,10,1995,1996,HdBoard,HdBoard,BrkFace,1378,4,PConc,5,3,Gd,GLQ,1387,Unf,543,1930,5,Y,SBrkr,1831,1796,3627,4,4,10,1,3,Attchd,1995,Fin,3,3,Y,361,76,None,WD,Normal,625000,13.345508528717259,3.5
RL,76.0,9880,None,Reg,Lvl,Inside,Mitchel,1Fam,SLvl,6,1977,1977,Plywood,Plywood,None,0,3,CBlock,3,3,Av,ALQ,522,Unf,574,1096,3,Y,SBrkr,1118,0,1118,3,3,6,1,1,Attchd,1977,Fin,1,3,Y,203,0,GdPrv,WD,Normal,171000,12.049424683420915,1.0
RL,76.0,9120,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,1958,1958,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,ALQ,662,Unf,599,1261,5,Y,SBrkr,1261,0,1261,3,3,6,1,3,Attchd,1958,RFn,2,3,Y,0,0,None,WD,Normal,163000,12.001511614739405,1.0
FV,35.0,4017,Pave,IR1,Lvl,Inside,Somerst,TwnhsE,2Story,7,2006,2007,MetalSd,MetalSd,None,0,4,PConc,4,3,No,Unf,0,Unf,625,625,5,Y,SBrkr,625,625,1250,2,4,5,0,0,Detchd,2006,Fin,2,3,Y,0,54,None,WD,Normal,171900,12.05467400868968,2.5
RL,138.0,18030,None,IR1,Bnk,Inside,ClearCr,1Fam,1.5Fin,5,1946,1994,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Rec,152,BLQ,977,1598,3,Y,SBrkr,1636,971,3086,3,5,12,1,4,None,0,None,0,0,Y,122,0,MnPrv,WD,Normal,200500,12.208574513247495,3.0
RL,80.0,16560,None,IR1,Lvl,Inside,Crawfor,1Fam,2Story,6,1932,1950,Wd Sdng,Wd Sdng,None,0,3,BrkTil,4,3,No,Rec,503,Unf,449,952,3,Y,SBrkr,1170,1175,2345,4,3,9,1,4,Detchd,1932,Unf,2,3,Y,0,0,None,WD,Normal,239000,12.384223015005313,2.5
RL,85.0,10678,None,Reg,Lvl,Inside,NoRidge,1Fam,1.5Fin,8,1992,2000,HdBoard,HdBoard,BrkFace,337,4,PConc,4,3,No,GLQ,700,Unf,983,1683,5,Y,SBrkr,2129,743,2872,4,4,9,1,3,Attchd,1992,Fin,2,3,Y,0,33,None,WD,Normal,285000,12.560247968016562,2.5
RL,37.0,6951,None,IR1,Lvl,CulDSac,Mitchel,1Fam,1Story,5,1984,1985,HdBoard,Plywood,None,0,3,CBlock,3,3,No,ALQ,658,Unf,218,876,3,Y,SBrkr,923,0,923,3,3,5,0,0,Attchd,1984,Unf,1,3,Y,362,0,MnPrv,WD,Normal,119500,11.691080018519527,1.0
RM,60.0,3950,Grvl,Reg,Bnk,Inside,OldTown,1Fam,1.5Fin,6,1926,2004,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Rec,468,Unf,350,818,3,Y,SBrkr,818,406,1224,3,3,5,0,0,Detchd,1926,Unf,1,3,N,0,0,None,WD,Normal,115000,11.652696102959753,1.0
RL,54.0,7681,None,IR1,Lvl,FR2,Crawfor,1Fam,1.5Fin,5,1921,1950,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,3,No,Unf,0,Unf,731,731,5,Y,SBrkr,820,523,1343,3,3,7,1,4,Detchd,1921,Unf,1,2,Y,192,0,None,WD,Normal,154900,11.950541482162043,1.5
RL,77.0,8335,None,Reg,Lvl,Corner,Edwards,1Fam,1Story,5,1954,1954,Wd Sdng,Wd Sdng,None,0,3,Slab,0,0,None,None,0,None,0,0,4,Y,SBrkr,1124,0,1124,3,3,5,1,4,None,0,None,0,0,N,0,36,None,WD,Normal,93000,11.440365524765756,1.0
RL,85.0,11170,None,IR2,Lvl,Corner,Timber,1Fam,2Story,7,1990,1991,MetalSd,MetalSd,None,0,3,Wood,4,3,No,LwQ,1216,Unf,0,1216,5,Y,SBrkr,1298,1216,2514,4,3,8,0,0,Attchd,1990,Fin,2,3,Y,0,0,GdPrv,WD,Normal,250000,12.429220196836383,2.5
RM,64.0,5587,None,IR1,HLS,Inside,Crawfor,TwnhsE,1Story,8,2008,2008,CemntBd,CmentBd,Stone,186,5,PConc,5,3,Gd,GLQ,1480,Unf,120,1600,5,Y,SBrkr,1652,0,1652,2,4,5,1,4,Attchd,2008,Fin,2,3,Y,162,53,None,New,Partial,392500,12.880294363972055,2.0
RL,160.0,15623,None,IR1,Lvl,Corner,NoRidge,1Fam,2Story,10,1996,1996,Wd Sdng,ImStucc,None,0,4,PConc,5,3,Av,GLQ,2096,Unf,300,2396,5,Y,SBrkr,2411,2065,4476,4,5,10,2,3,Attchd,1996,Fin,3,3,Y,171,78,MnPrv,WD,Abnorml,745000,13.521140839642674,3.5
RL,60.0,10800,Grvl,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,1920,1950,Stucco,Stucco,None,0,3,BrkTil,3,3,No,Rec,821,Unf,299,1120,5,Y,SBrkr,1130,0,1130,2,3,5,1,4,Detchd,1970,Unf,2,3,Y,229,0,None,WD,Normal,120000,11.695255355062795,1.0
RL,50.0,35133,None,Reg,Lvl,Inside,Timber,1Fam,1Story,5,1963,1963,MetalSd,MetalSd,BrkFace,226,3,CBlock,3,3,Gd,Rec,1159,Unf,413,1572,4,Y,SBrkr,1572,0,1572,3,3,5,2,3,2Types,1963,RFn,3,3,Y,0,263,None,WD,Normal,186700,12.137263685701864,1.5
RL,60.0,9738,None,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,1924,1950,AsbShng,AsbShng,None,0,3,BrkTil,3,3,No,BLQ,392,Unf,392,784,4,Y,SBrkr,949,272,1221,4,3,7,0,0,Attchd,1965,Unf,1,3,Y,0,0,None,WD,Normal,104900,11.560772327227417,1.0
RL,107.0,10615,None,IR1,Bnk,Corner,OldTown,2fmCon,2Story,3,1900,1970,HdBoard,HdBoard,None,0,3,CBlock,2,3,Mn,BLQ,440,Unf,538,978,3,Y,SBrkr,1014,685,1699,3,3,7,0,0,CarPort,1920,Unf,2,2,Y,0,74,None,WD,Abnorml,95000,11.461642696843066,2.0
RL,89.0,12461,None,Reg,Lvl,Corner,NoRidge,1Fam,1Story,8,1994,1995,ImStucc,ImStucc,None,0,4,PConc,4,3,No,GLQ,1456,Unf,168,1624,5,Y,SBrkr,1624,0,1624,2,4,5,1,2,Attchd,1994,RFn,3,3,Y,0,114,GdPrv,WD,Normal,262000,12.476103599529843,2.0
RL,68.0,8935,None,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,2002,2002,VinylSd,VinylSd,BrkFace,95,4,PConc,4,3,No,Unf,0,Unf,831,831,5,Y,SBrkr,831,829,1660,3,4,7,0,0,Attchd,2002,RFn,2,3,Y,144,68,None,WD,Normal,195000,12.180759965737863,2.5
RL,60.0,7500,None,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,1999,1999,VinylSd,VinylSd,None,0,3,PConc,3,3,No,Unf,0,Unf,994,994,4,Y,SBrkr,1028,776,1804,3,4,7,1,3,Attchd,1999,Fin,2,3,Y,140,60,None,WD,Normal,189000,12.149507585033072,2.5
RL,73.0,32463,None,Reg,Low,Inside,Mitchel,2fmCon,1Story,4,1961,1975,MetalSd,MetalSd,Stone,149,3,CBlock,3,3,Av,BLQ,1159,Unf,90,1249,5,Y,SBrkr,1622,0,1622,3,3,7,1,3,2Types,1975,Fin,4,3,Y,439,0,None,WD,Normal,168000,12.031725210748633,1.0
FV,24.0,2645,Pave,Reg,Lvl,Inside,Somerst,Twnhs,2Story,8,1999,2000,MetalSd,MetalSd,BrkFace,456,4,PConc,4,3,No,Unf,0,Unf,776,776,5,Y,SBrkr,764,677,1441,2,4,5,0,0,Detchd,1999,Unf,2,3,Y,206,0,None,WD,Normal,174000,12.066816325306588,2.5
RM,60.0,9600,Grvl,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,1925,1994,VinylSd,VinylSd,None,0,3,PConc,3,3,Mn,Unf,0,Unf,702,702,4,Y,SBrkr,842,630,1472,3,4,6,0,0,Detchd,1925,Unf,1,3,P,0,0,GdWo,WD,Normal,125000,11.736077016252437,1.0
RM,73.0,4500,None,Reg,Lvl,FR2,Mitchel,TwnhsE,1Story,6,1999,1999,VinylSd,VinylSd,BrkFace,425,3,PConc,5,3,No,GLQ,883,Unf,341,1224,5,Y,SBrkr,1224,0,1224,2,3,5,0,0,Attchd,1999,Fin,2,3,Y,0,304,None,WD,Normal,165000,12.013706813470414,2.0
RL,80.0,9364,None,Reg,Lvl,Corner,Sawyer,1Fam,2Story,6,1969,1969,HdBoard,HdBoard,Stone,143,3,CBlock,3,3,No,ALQ,371,Unf,292,663,3,Y,SBrkr,663,689,1352,4,3,7,0,0,Attchd,1969,Fin,1,3,Y,379,36,MnPrv,WD,Normal,158000,11.970356641102999,1.5
RL,51.0,8029,None,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,2005,2005,VinylSd,VinylSd,None,0,3,PConc,4,3,No,Unf,0,Unf,728,728,5,Y,SBrkr,728,728,1456,3,4,8,0,0,Attchd,2005,Fin,2,3,Y,100,24,None,WD,Normal,176000,12.07824495582233,2.5
RL,58.0,14054,None,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,2006,2006,VinylSd,VinylSd,None,0,4,PConc,4,3,Av,Unf,0,Unf,879,879,5,Y,SBrkr,879,984,1863,4,4,9,1,4,BuiltIn,2006,Fin,3,3,Y,100,17,None,New,Partial,219210,12.29779001527865,2.5
RM,65.0,8850,None,IR1,Bnk,Corner,OldTown,1Fam,2.5Unf,7,1916,1950,MetalSd,MetalSd,None,0,3,BrkTil,3,3,No,Unf,0,Unf,815,815,5,Y,SBrkr,815,875,1690,3,3,7,1,4,Detchd,1916,Unf,1,3,Y,0,0,None,ConLw,Normal,144000,11.87757552297847,1.0
RL,70.0,9100,None,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,2001,2001,VinylSd,VinylSd,None,0,4,PConc,4,3,No,Unf,0,Unf,1212,1212,5,Y,SBrkr,1212,0,1212,3,4,6,0,0,Attchd,2001,RFn,2,3,Y,356,0,None,WD,Normal,178000,12.08954444723597,2.0
RL,75.0,11235,None,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,1963,1979,HdBoard,HdBoard,BrkFace,51,3,CBlock,3,3,No,Rec,547,Unf,504,1051,4,Y,SBrkr,1382,0,1382,3,3,6,1,1,Attchd,1974,Unf,2,3,Y,0,82,None,WD,Normal,148000,11.904974309480181,1.5
RL,71.0,9353,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,1970,1970,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Unf,0,Unf,864,864,4,Y,SBrkr,864,0,864,3,3,5,0,0,Attchd,1972,Unf,1,3,Y,0,0,None,Oth,Abnorml,116050,11.6617850286409,1.0
RL,80.0,10400,None,Reg,Lvl,Corner,CollgCr,1Fam,2Story,7,1998,1998,VinylSd,VinylSd,None,0,3,PConc,4,3,Av,Unf,0,Unf,866,866,5,Y,SBrkr,866,913,1779,3,4,6,0,0,Attchd,1998,RFn,2,3,Y,198,36,None,WD,Normal,197900,12.19552218463499,2.5
RM,50.0,6000,None,Reg,Lvl,Corner,BrkSide,1Fam,1.5Fin,5,1925,1997,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,3,No,Unf,0,Unf,884,884,5,Y,SBrkr,884,464,1348,3,3,5,1,2,Detchd,1960,Unf,1,3,N,0,0,None,WD,Normal,117000,11.669937760751914,1.0
RL,75.0,9750,None,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,2000,2001,VinylSd,VinylSd,BrkFace,171,4,PConc,4,3,No,Unf,0,Unf,1630,1630,5,Y,SBrkr,1630,0,1630,3,4,6,1,3,Attchd,2000,Unf,2,3,Y,74,234,None,WD,Normal,213000,12.269052139516223,2.0
RL,78.0,10140,None,Reg,Lvl,Inside,NWAmes,1Fam,1Story,5,1975,1975,HdBoard,HdBoard,None,0,3,CBlock,4,3,No,ALQ,788,Unf,268,1056,5,Y,SBrkr,1074,0,1074,3,3,6,0,0,Attchd,1975,RFn,2,3,Y,0,88,MnPrv,WD,Normal,153500,11.941462360646149,1.5
RL,90.0,14684,None,IR1,Lvl,CulDSac,SawyerW,1Fam,1Story,7,1990,1991,HdBoard,HdBoard,BrkFace,234,4,CBlock,4,3,Mn,ALQ,485,BLQ,1496,2158,4,Y,SBrkr,2196,0,2196,3,4,7,1,3,Attchd,1990,RFn,3,3,Y,84,70,None,WD,Normal,271900,12.513193308436527,2.0
RH,66.5,8900,None,Reg,Lvl,Inside,SawyerW,1Fam,1Story,4,1966,1966,HdBoard,HdBoard,None,0,3,CBlock,3,3,No,Rec,1056,Unf,0,1056,3,Y,SBrkr,1056,0,1056,2,3,5,0,0,Detchd,1966,Unf,1,3,Y,0,42,MnPrv,WD,Normal,107000,11.580593459194764,1.0
RL,70.0,9135,None,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,2003,2003,VinylSd,VinylSd,BrkFace,120,4,PConc,4,3,Av,GLQ,340,Unf,1342,1682,5,Y,SBrkr,1700,0,1700,3,4,7,0,0,Attchd,2003,RFn,2,3,Y,192,23,None,WD,Normal,200000,12.206077645517674,2.0
RL,70.0,7763,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1962,1980,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Rec,504,BLQ,319,931,3,Y,SBrkr,1283,0,1283,3,3,6,0,0,Detchd,1980,Unf,2,3,Y,0,0,None,WD,Normal,140000,11.849404844423074,1.0
RL,85.0,10182,None,IR1,Lvl,CulDSac,Somerst,1Fam,1Story,8,2006,2006,VinylSd,VinylSd,Stone,420,4,PConc,5,3,Mn,GLQ,1220,Unf,440,1660,5,Y,SBrkr,1660,0,1660,3,4,8,1,4,Attchd,2006,RFn,2,3,Y,322,50,None,New,Partial,290000,12.577639650232573,2.0
RL,70.0,11218,None,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,1992,1992,Wd Sdng,Wd Sdng,None,0,4,PConc,4,3,No,Unf,0,Unf,1055,1055,5,Y,SBrkr,1055,790,1845,3,4,8,1,3,Attchd,1992,RFn,2,3,Y,635,104,GdPrv,WD,Normal,189000,12.149507585033072,2.5
RL,152.0,12134,None,IR1,Bnk,Inside,Gilbert,1Fam,1.5Fin,8,1988,2005,Wd Sdng,Wd Sdng,None,0,4,Wood,4,3,Av,GLQ,427,Unf,132,559,4,Y,SBrkr,1080,672,1752,4,3,8,0,0,Basment,1988,RFn,2,3,Y,325,12,None,WD,Normal,164000,12.00762780434872,2.0
RL,50.0,9340,None,Reg,Lvl,Inside,Edwards,1Fam,1Story,4,1941,1950,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Rec,344,Unf,328,672,3,Y,SBrkr,672,0,672,2,3,4,0,0,Attchd,1941,Unf,1,3,N,0,113,None,WD,Normal,113000,11.635151947212842,1.0
RL,71.0,10246,None,IR1,Lvl,CulDSac,Sawyer,1Fam,SLvl,4,1965,2001,VinylSd,VinylSd,None,0,3,CBlock,3,4,Av,GLQ,648,Unf,0,648,5,Y,SBrkr,960,0,960,0,3,3,0,0,Attchd,1965,Unf,1,3,Y,88,0,None,WD,Normal,145000,11.884495917930655,0.0
RL,69.0,10205,None,IR1,Lvl,Inside,NAmes,1Fam,SFoyer,5,1962,1962,MetalSd,MetalSd,None,0,3,CBlock,3,3,Av,BLQ,784,Unf,141,925,3,Y,SBrkr,999,0,999,3,3,6,0,0,Attchd,1962,Unf,1,3,Y,150,72,None,WD,Normal,134500,11.80932691294063,1.0
RL,99.0,7094,None,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,1966,1966,VinylSd,VinylSd,None,0,3,CBlock,3,3,No,Rec,180,LwQ,340,894,3,Y,SBrkr,894,0,894,3,3,5,0,0,Detchd,1966,RFn,1,3,Y,0,0,MnPrv,WD,Normal,125000,11.736077016252437,1.0
RM,68.0,8930,None,Reg,Lvl,Inside,Sawyer,Duplex,1.5Fin,6,1978,1978,VinylSd,VinylSd,None,0,3,Slab,0,0,None,None,0,None,0,0,3,Y,SBrkr,1318,584,1902,4,3,8,0,0,Attchd,1978,Unf,2,3,Y,0,0,None,WD,Normal,112000,11.626263078808801,2.0
FV,72.0,8640,None,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,2009,2009,CemntBd,CmentBd,Stone,72,4,PConc,4,3,Mn,GLQ,936,Unf,364,1300,5,Y,SBrkr,1314,0,1314,3,4,6,0,0,Attchd,2009,RFn,2,3,Y,135,112,None,New,Partial,229456,12.343470927093518,2.0
RM,52.0,6240,None,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,1947,1950,AsbShng,AsbShng,None,0,3,Slab,0,0,None,None,0,None,0,0,4,N,SBrkr,672,240,912,2,3,3,0,0,None,0,None,0,0,N,0,0,None,WD,Normal,80500,11.296024885689746,1.0
RM,21.0,1680,None,Reg,Lvl,Inside,BrDale,Twnhs,2Story,6,1971,1971,CemntBd,CmentBd,BrkFace,236,3,CBlock,3,3,No,Unf,0,Unf,672,672,3,Y,SBrkr,672,546,1218,3,3,7,0,0,None,0,None,0,0,N,201,0,None,WD,Abnorml,91500,11.424105180165641,1.5
RL,66.0,7800,None,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,1964,1964,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,No,Rec,312,LwQ,0,912,3,Y,SBrkr,912,0,912,2,3,5,0,0,Attchd,1964,Unf,1,3,Y,0,0,None,WD,Abnorml,115000,11.652696102959753,1.0
RL,55.0,8250,None,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,1968,1968,HdBoard,HdBoard,None,0,3,CBlock,3,3,No,BLQ,250,LwQ,210,952,5,Y,SBrkr,1211,0,1211,3,3,5,1,3,Attchd,1968,Unf,1,3,Y,0,63,None,WD,Normal,134000,11.80560254159177,1.0
RL,78.0,10496,None,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,6,1949,1950,Wd Sdng,Wd Sdng,BrkFace,320,3,CBlock,3,3,Mn,Rec,196,Unf,844,1040,5,Y,SBrkr,1168,678,1846,3,3,7,1,4,Attchd,1949,Unf,1,3,Y,0,0,GdWo,WD,Normal,143000,11.870606902224587,2.0
RL,89.0,10680,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1951,1951,Wd Sdng,Wd Sdng,BrkFace,44,3,CBlock,3,2,No,LwQ,756,Unf,1380,2136,3,N,FuseA,2136,0,2136,4,3,7,0,0,Detchd,1951,Unf,2,3,Y,0,30,MnPrv,WD,Normal,137900,11.834291315386718,2.0
RL,60.0,15384,None,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,2004,2005,VinylSd,VinylSd,None,0,4,PConc,4,3,Av,GLQ,724,Unf,64,788,5,Y,SBrkr,788,702,1490,3,4,8,1,4,Attchd,2004,Fin,2,3,Y,100,75,None,WD,Normal,184000,12.122696471358964,2.5
RL,65.0,10482,None,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,1958,1958,VinylSd,VinylSd,BrkFace,63,3,CBlock,3,3,Av,GLQ,507,Unf,81,588,5,Y,SBrkr,1138,0,1138,3,3,6,0,0,Attchd,1958,RFn,1,3,Y,224,0,MnWw,WD,Normal,145000,11.884495917930655,1.0
RL,86.0,14598,None,IR1,Lvl,CulDSac,Somerst,1Fam,2Story,6,2007,2007,VinylSd,VinylSd,Stone,74,4,PConc,4,3,Mn,Unf,0,Unf,894,894,5,Y,SBrkr,894,1039,1933,4,4,9,1,4,BuiltIn,2007,Fin,3,3,Y,100,18,None,WD,Normal,214000,12.273735966890268,2.5
RL,72.0,8872,None,Reg,Lvl,Corner,NAmes,1Fam,1Story,5,1965,2008,VinylSd,VinylSd,BrkFace,300,3,CBlock,3,3,No,ALQ,595,Unf,317,912,5,Y,SBrkr,912,0,912,2,4,5,0,0,Detchd,1992,Unf,2,3,Y,0,240,None,WD,Normal,147000,11.898194668458823,1.0
RL,65.0,8769,None,Reg,Lvl,Corner,NridgHt,TwnhsE,1Story,9,2008,2008,MetalSd,MetalSd,BrkFace,766,5,PConc,5,3,No,GLQ,1540,Unf,162,1702,5,Y,SBrkr,1702,0,1702,1,5,7,1,4,Attchd,2008,Fin,3,3,Y,0,72,None,New,Partial,367294,12.813920618864572,1.5
RL,70.0,7910,None,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,1960,1960,BrkFace,HdBoard,None,0,3,CBlock,3,3,No,ALQ,666,Unf,409,1075,4,Y,SBrkr,1507,0,1507,4,3,7,0,0,Basment,1960,Unf,1,3,Y,0,0,GdWo,WD,Normal,127000,11.751950239425476,2.0
RL,71.0,18890,None,IR1,Lvl,Inside,Sawyer,Duplex,1.5Fin,5,1977,1977,Plywood,Plywood,None,1,3,CBlock,4,3,No,GLQ,498,Rec,652,1361,5,Y,SBrkr,1361,1259,2620,4,3,12,1,3,BuiltIn,1977,RFn,2,3,N,155,24,None,WD,Normal,190000,12.154784614286667,3.0
RL,70.0,7728,None,Reg,Lvl,Inside,NAmes,Duplex,SLvl,5,1962,1962,Wd Sdng,Wd Sdng,BrkFace,120,3,CBlock,3,3,Av,ALQ,803,Unf,303,1106,3,Y,SBrkr,1190,0,1190,3,3,6,0,0,Attchd,1962,Unf,2,3,Y,0,18,GdWo,WD,Normal,132500,11.794345471549745,1.0
RL,70.0,9842,None,Reg,Lvl,FR2,NAmes,Duplex,1Story,4,1962,1962,HdBoard,HdBoard,None,0,3,Slab,0,0,None,None,0,None,0,0,3,Y,SBrkr,1224,0,1224,2,3,6,0,0,CarPort,1962,Unf,2,3,Y,0,0,None,WD,Normal,101800,11.530775206233024,2.0
RL,73.0,12160,None,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,1959,1959,Plywood,Plywood,BrkFace,180,3,CBlock,3,3,No,Rec,1000,Unf,188,1188,2,Y,SBrkr,1188,0,1188,3,3,6,0,0,Attchd,1959,RFn,2,3,Y,0,0,MnPrv,COD,Abnorml,142000,11.863589378812122,1.0
RH,55.0,8525,None,Reg,Bnk,Inside,SWISU,1Fam,2Story,5,1911,1950,MetalSd,MetalSd,None,0,3,PConc,3,3,Av,Unf,0,Unf,940,940,3,N,FuseA,1024,940,1964,4,3,7,0,0,None,0,None,0,0,N,0,192,None,WD,Abnorml,130000,11.775297421715827,1.5
RL,96.0,13132,None,Reg,Lvl,Inside,Crawfor,1Fam,2Story,5,1914,1950,Wd Sdng,Wd Sdng,None,0,3,BrkTil,4,3,Mn,Unf,0,Unf,747,747,4,Y,FuseF,892,892,1784,4,3,9,0,0,Detchd,1914,Unf,1,2,N,203,40,None,WD,Normal,138887,11.841423131921784,1.5
